,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,calendar_last_scraped,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,host_neighbourhood,license,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_listings_count,minimum_maximum_nights,last_review,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_value,instant_bookable
66,,f,1,3,"['email', 'phone', 'work_email']",t,t,1125,30.0,1125.0,t,29/12/24,0,0,03/08/13,01/01/21,4.87,4.89,4.92,4.93,,,33,33,29/12/24,208,0,1125,1125,30.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,1.5,1,1125,01/01/21,4.87,4.92,4.93,4.84,f
67,88%,f,1,1,"['email', 'phone']",t,t,30,3.0,30.0,t,29/12/24,12,0,15/08/13,14/10/24,4.88,4.94,4.92,4.97,,,89,250,29/12/24,112,12,30,30,3.0,30.0,,t,Entire home/apt,6,2.0,2 baths,3.0,1,0,,f,1,1,0,0,0.81,1,30,14/10/24,4.88,4.92,4.97,4.69,f
68,67%,f,7,8,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,1,0,22/09/13,16/09/24,4.68,4.86,4.87,4.96,,,50,325,29/12/24,78,1,1125,1125,30.0,1125.0,,t,Entire home/apt,3,1.0,1 bath,1.0,7,0,,f,7,7,0,0,0.57,7,1125,16/09/24,4.68,4.87,4.96,4.84,f
69,0%,f,1,1,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,0,0,16/09/14,30/09/23,4.88,4.72,4.88,5.0,,,89,364,29/12/24,32,0,1125,1125,30.0,1125.0,,t,Entire home/apt,6,1.0,1 bath,2.0,1,0,,f,1,1,0,0,0.26,1,1125,30/09/23,4.88,4.88,5.0,4.88,f
70,57%,f,2,2,"['email', 'phone']",t,t,90,3.0,90.0,t,29/12/24,4,1,28/07/15,01/12/24,4.69,4.64,4.12,4.73,,,76,309,29/12/24,77,4,90,90,3.0,90.0,,t,Entire home/apt,16,2.5,2.5 baths,6.0,2,0,,f,2,2,0,0,0.67,2,90,01/12/24,4.69,4.12,4.73,4.68,f
71,,f,4,7,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,0,0,,,,,,,,,3,3,29/12/24,0,0,1125,1125,30.0,1125.0,,t,Entire home/apt,2,,1 bath,1.0,2,0,,f,2,2,0,0,,4,1125,,,,,,f
72,50%,f,3,8,"['email', 'phone']",t,t,90,90.0,90.0,t,29/12/24,0,0,01/02/14,11/10/21,4.63,4.8,4.73,4.87,Fairfield,,84,358,29/12/24,16,0,90,90,90.0,90.0,,t,Private room,2,1.0,1 private bath,1.0,0,3,,f,3,0,3,0,0.12,3,90,11/10/21,4.63,4.73,4.87,4.6,f
73,,f,1,1,"['email', 'phone']",t,t,1125,28.0,1125.0,t,29/12/24,0,0,30/07/14,14/02/22,4.29,4.57,4.1,4.29,,,88,88,29/12/24,21,0,1125,1125,28.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.17,1,1125,14/02/22,4.29,4.1,4.29,4.48,f
74,100%,t,1,2,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,21,0,01/07/14,24/11/24,4.91,4.94,4.76,4.93,,,71,329,29/12/24,310,21,1125,1125,2.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,t,1,1,0,0,2.43,1,1125,24/11/24,4.91,4.76,4.93,4.83,t
75,98%,f,2,2,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,69,3,30/09/13,24/12/24,4.89,4.95,4.97,4.98,,,83,341,29/12/24,256,69,1125,1125,1.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,2,0,,f,2,2,0,0,1.87,2,1125,24/12/24,4.89,4.97,4.98,4.87,f
76,99%,t,1,1,"['email', 'phone']",t,t,1125,2.2,1125.0,t,29/12/24,35,1,01/12/13,29/11/24,4.87,4.81,4.81,4.94,,,49,308,29/12/24,582,35,1125,1125,2.2,1125.0,,t,Entire home/apt,2,1.0,1 bath,0.0,1,0,,f,1,1,0,0,4.31,1,1125,29/11/24,4.87,4.81,4.94,4.79,f
77,97%,t,2,2,"['email', 'phone']",t,t,30,2.0,30.0,t,29/12/24,4,0,17/10/13,18/08/24,4.89,4.95,4.93,4.96,,,84,356,29/12/24,148,4,30,30,2.0,30.0,,t,Entire home/apt,2,1.0,1 bath,1.0,2,0,,f,2,2,0,0,1.09,2,30,18/08/24,4.89,4.93,4.96,4.83,f
78,100%,t,2,2,"['email', 'phone']",t,t,1125,2.2,1023.3,t,29/12/24,102,8,12/11/13,22/12/24,4.98,4.98,4.93,4.99,,,6,50,29/12/24,882,102,5,1125,2.2,1023.3,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,6.51,2,5,22/12/24,4.98,4.93,4.99,4.94,f
79,99%,t,13,18,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,0,0,12/11/13,09/10/17,4.75,4.94,5.0,4.94,,,23,30,29/12/24,16,0,1125,1125,2.0,1125.0,,t,Entire home/apt,2,2.0,2 baths,1.0,11,0,,f,11,11,0,0,0.12,13,1125,09/10/17,4.75,5.0,4.94,5.0,f
80,100%,f,1,1,"['email', 'phone', 'work_email']",t,f,14,5.0,14.0,t,29/12/24,0,0,11/07/16,09/08/22,4.56,4.52,4.32,4.84,,,90,364,29/12/24,25,0,14,14,5.0,14.0,,t,Entire home/apt,3,0.5,Half-bath,1.0,1,0,,f,1,1,0,0,0.24,1,14,09/08/22,4.56,4.32,4.84,4.52,f
81,100%,t,1,1,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,23,1,07/07/14,29/11/24,4.89,4.91,4.94,4.95,,,74,311,29/12/24,194,23,1125,1125,2.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,1.52,1,1125,29/11/24,4.89,4.94,4.95,4.86,f
82,,f,1,5,"['email', 'phone']",t,t,1125,29.0,1125.0,t,29/12/24,0,0,17/03/14,12/08/23,4.77,4.78,4.96,4.9,,,3,247,29/12/24,130,0,1125,1125,29.0,1125.0,,t,Private room,2,1.0,1 private bath,1.0,0,1,,f,1,0,1,0,0.99,1,1125,12/08/23,4.77,4.96,4.9,4.69,f
83,100%,t,1,2,"['email', 'phone']",t,t,365,90.0,365.0,t,29/12/24,4,1,01/06/14,01/12/24,4.91,4.96,4.87,4.96,,,0,176,29/12/24,23,4,365,365,90.0,365.0,,t,Entire home/apt,2,1.0,1 bath,2.0,1,0,,f,1,1,0,0,0.18,1,365,01/12/24,4.91,4.87,4.96,4.83,f
84,53%,t,1,2,"['email', 'phone', 'work_email']",t,t,1124,2.0,1124.0,t,29/12/24,12,1,22/04/14,30/11/24,4.89,4.91,4.81,4.93,,,77,77,29/12/24,137,12,1124,1124,2.0,1124.0,,t,Entire home/apt,6,1.0,1 bath,2.0,1,0,,f,1,1,0,0,1.05,1,1124,30/11/24,4.89,4.81,4.93,4.67,f
85,100%,t,1,2,"['email', 'phone']",t,t,1125,1.6,1125.0,t,29/12/24,30,0,28/01/18,13/10/24,4.78,4.71,4.6,4.87,,,90,178,29/12/24,225,30,1125,1125,1.6,1125.0,,t,Entire home/apt,4,,1 bath,,1,0,,f,1,1,0,0,2.67,1,1125,13/10/24,4.78,4.6,4.87,4.71,f
86,91%,t,1,1,"['email', 'phone']",t,t,1125,3.7,1125.0,t,29/12/24,13,1,24/01/15,18/12/24,4.95,4.98,4.98,4.99,,,1,132,29/12/24,266,13,1125,1125,3.7,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,2.2,1,1125,18/12/24,4.95,4.98,4.99,4.95,f
87,96%,t,2,3,"['email', 'phone']",t,t,75,28.0,63.6,t,29/12/24,33,4,17/04/14,09/12/24,4.88,4.9,4.89,4.97,,,89,269,29/12/24,736,33,60,75,28.0,63.6,,t,Entire home/apt,2,1.0,1 bath,0.0,2,0,,f,2,2,0,0,5.65,2,60,09/12/24,4.88,4.89,4.97,4.85,f
88,95%,t,9,20,"['email', 'phone']",t,f,730,90.0,730.0,t,29/12/24,0,0,04/10/15,12/08/23,4.76,4.85,4.68,4.85,Cadboro Bay,,59,236,29/12/24,41,0,730,730,90.0,730.0,,t,Entire home/apt,4,2.0,2 baths,2.0,9,0,,f,9,9,0,0,0.36,9,730,12/08/23,4.76,4.68,4.85,4.68,f
89,67%,f,1,2,"['email', 'phone']",t,t,62,10.0,62.0,t,29/12/24,2,0,27/05/14,14/09/24,4.45,4.56,4.47,4.79,,,89,354,29/12/24,122,2,62,62,10.0,62.0,,t,Entire home/apt,12,4.0,4 baths,6.0,1,0,,f,1,1,0,0,0.95,1,62,14/09/24,4.45,4.47,4.79,4.54,f
90,100%,f,1,4,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,2,0,27/03/14,20/10/24,4.75,4.76,4.82,4.9,,,0,241,29/12/24,178,2,1125,1125,30.0,1125.0,,t,Entire home/apt,3,0.5,Half-bath,1.0,1,0,,f,1,1,0,0,1.36,1,1125,20/10/24,4.75,4.82,4.9,4.78,f
91,100%,t,3,3,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,17,2,08/07/14,27/12/24,4.99,4.96,4.99,4.98,,,87,96,29/12/24,180,17,1125,1125,2.0,1125.0,,t,Entire home/apt,6,1.5,1.5 baths,2.0,3,0,,t,3,3,0,0,1.41,3,1125,27/12/24,4.99,4.99,4.98,4.94,t
92,98%,f,14,28,"['email', 'phone']",t,t,999,1.0,999.0,t,29/12/24,17,1,19/09/16,15/12/24,4.31,4.42,4.22,4.7,Downtown,Exempt,47,113,29/12/24,85,17,999,999,1.0,999.0,,t,Private room,2,1.0,1 shared bath,1.0,0,12,Exempt,t,13,0,12,1,0.84,14,999,15/12/24,4.31,4.22,4.7,4.21,t
93,98%,f,14,28,"['email', 'phone']",t,t,35,28.0,35.0,t,29/12/24,1,1,17/12/14,02/12/24,4.21,4.59,4.72,4.85,Downtown,Exempt,24,144,29/12/24,29,1,35,35,28.0,35.0,,t,Private room,1,1.0,1 shared bath,1.0,0,12,Exempt,f,13,0,12,1,0.24,14,35,02/12/24,4.21,4.72,4.85,4.33,f
94,85%,t,1,1,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,10,0,01/04/14,11/11/24,4.93,4.94,4.94,4.98,,,76,339,29/12/24,211,10,1125,1125,2.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,1.61,1,1125,11/11/24,4.93,4.94,4.98,4.83,f
95,85%,t,4,5,"['email', 'phone']",t,t,1125,3.0,1125.0,t,29/12/24,2,0,02/09/14,07/09/24,4.79,4.71,4.79,4.75,,,0,262,29/12/24,24,2,1125,1125,3.0,1125.0,,t,Entire home/apt,6,1.0,1 bath,2.0,3,1,,f,4,3,1,0,0.19,4,1125,07/09/24,4.79,4.79,4.75,4.63,f
96,85%,t,4,5,"['email', 'phone']",t,t,365,3.0,365.0,t,29/12/24,0,0,13/09/14,15/08/23,4.72,4.74,4.94,4.94,,,90,365,29/12/24,32,0,365,365,3.0,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,3,1,,f,4,3,1,0,0.26,4,365,15/08/23,4.72,4.94,4.94,4.73,f
97,100%,t,1,4,"['email', 'phone']",t,t,90,3.0,90.0,t,29/12/24,19,1,06/09/14,30/11/24,4.84,4.84,4.9,4.93,,,68,282,29/12/24,89,19,90,90,3.0,90.0,,t,Entire home/apt,4,2.0,2 baths,2.0,1,0,,f,1,1,0,0,0.71,1,90,30/11/24,4.84,4.9,4.93,4.81,f
98,70%,f,3,4,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,5,0,30/05/16,23/09/24,4.65,4.76,4.77,4.79,,,89,364,29/12/24,62,5,1125,1125,2.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,2,0,,f,2,2,0,0,0.59,3,1125,23/09/24,4.65,4.77,4.79,4.57,f
99,70%,f,2,2,"['email', 'phone', 'work_email']",t,t,1125,3.4,1125.0,t,29/12/24,3,0,01/09/14,18/08/24,4.84,4.78,4.83,4.91,,,90,357,29/12/24,25,3,1125,1125,3.4,1125.0,,t,Entire home/apt,11,3.5,3.5 baths,5.0,2,0,,t,2,2,0,0,0.2,2,1125,18/08/24,4.84,4.83,4.91,4.72,t
100,99%,t,2,2,"['email', 'phone']",t,t,1125,90.0,1044.1,t,29/12/24,22,0,19/05/14,04/05/24,4.83,4.85,4.85,4.87,,38792,90,206,29/12/24,860,22,364,1125,90.0,1044.1,,t,Entire home/apt,2,1.0,1 bath,1.0,2,0,38792,f,2,2,0,0,6.65,2,364,04/05/24,4.83,4.85,4.87,4.81,f
101,,f,1,1,"['email', 'phone']",t,t,1125,5.0,1125.0,t,29/12/24,0,0,15/09/14,16/07/23,4.81,4.92,4.89,4.99,,,0,0,29/12/24,97,0,1125,1125,5.0,1125.0,,t,Entire home/apt,3,,1 bath,1.0,1,0,,f,1,1,0,0,0.77,1,1125,16/07/23,4.81,4.89,4.99,4.9,f
102,,f,1,2,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,0,0,26/07/14,03/09/21,4.29,3.94,4.47,4.59,,,90,365,29/12/24,17,0,1125,1125,2.0,1125.0,,t,Private room,2,1.0,1 private bath,1.0,0,1,,f,1,0,1,0,0.13,1,1125,03/09/21,4.29,4.47,4.59,4.35,f
103,,f,1,2,"['email', 'phone']",t,t,29,29.0,29.0,t,29/12/24,0,0,18/07/14,28/08/20,4.73,4.41,4.32,4.86,,,88,267,29/12/24,22,0,29,29,29.0,29.0,,t,Entire home/apt,10,4.0,4 baths,5.0,1,0,,f,1,1,0,0,0.17,1,29,28/08/20,4.73,4.32,4.86,4.68,f
104,94%,t,3,4,"['email', 'phone']",t,t,1125,1.5,511.2,t,29/12/24,5,1,16/08/16,20/12/24,4.79,4.66,4.92,4.98,,,78,270,29/12/24,53,5,365,1125,1.5,511.2,,t,Private room,4,1.0,1 private bath,1.0,0,3,,f,3,0,3,0,0.52,3,365,20/12/24,4.79,4.92,4.98,4.7,f
105,100%,t,1,5,"['email', 'phone']",t,t,30,7.0,30.0,t,29/12/24,11,0,14/06/14,03/11/24,4.85,4.91,4.85,4.88,,,30,55,29/12/24,74,11,30,30,7.0,30.0,,t,Entire home/apt,6,2.0,2 baths,3.0,1,0,,f,1,1,0,0,0.58,1,30,03/11/24,4.85,4.85,4.88,4.81,f
106,94%,t,3,4,"['email', 'phone']",t,t,1125,1.6,511.2,t,29/12/24,3,1,15/09/15,26/12/24,4.81,4.86,4.89,4.86,,,77,272,29/12/24,36,3,365,1125,1.6,511.2,,t,Private room,4,1.0,1 private bath,1.0,0,3,,f,3,0,3,0,0.32,3,365,26/12/24,4.81,4.89,4.86,4.69,f
107,97%,t,2,4,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,16,0,07/07/14,17/11/24,4.88,4.89,4.81,4.89,,,66,243,29/12/24,274,16,1125,1125,2.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,2,0,,t,2,2,0,0,2.15,2,1125,17/11/24,4.88,4.81,4.89,4.84,t
108,92%,f,24,26,"['email', 'phone']",t,t,1125,90.0,1125.0,t,29/12/24,2,0,11/08/14,01/10/24,4.13,4.5,4.38,4.94,Rockland,,0,90,29/12/24,16,2,1125,1125,90.0,1125.0,,t,Entire home/apt,3,1.0,1 bath,0.0,17,0,,f,17,17,0,0,0.13,24,1125,01/10/24,4.13,4.38,4.94,3.69,f
109,100%,t,2,2,"['email', 'phone']",t,t,1125,5.0,1125.0,t,29/12/24,14,0,11/08/14,23/11/24,4.93,4.94,4.91,4.96,,36495,25,278,29/12/24,111,14,1125,1125,5.0,1125.0,,t,Private room,1,1.0,1 shared bath,1.0,0,2,36495,f,2,0,2,0,0.88,2,1125,23/11/24,4.93,4.91,4.96,4.93,f
110,94%,t,3,4,"['email', 'phone']",t,t,1125,1.5,511.2,t,29/12/24,5,1,26/07/15,28/12/24,4.96,5.0,5.0,5.0,,,75,237,29/12/24,25,5,365,1125,1.5,511.2,,t,Private room,2,1.0,1 private bath,1.0,0,3,,f,3,0,3,0,0.22,3,365,28/12/24,4.96,5.0,5.0,4.92,f
111,71%,t,1,1,"['email', 'phone']",t,t,1125,1.3,1125.0,t,29/12/24,14,1,31/07/15,01/12/24,4.95,4.93,4.69,5.0,,,45,261,29/12/24,120,14,1125,1125,1.3,1125.0,,t,Entire home/apt,15,1.5,1.5 baths,5.0,1,0,,f,1,1,0,0,1.05,1,1125,01/12/24,4.95,4.69,5.0,4.74,f
112,0%,f,3,3,"['email', 'phone']",t,t,30,2.0,30.0,t,29/12/24,0,0,05/08/14,29/07/18,4.41,4.44,4.61,4.46,,,83,83,29/12/24,37,0,30,30,2.0,30.0,,t,Private room,1,0.0,0 shared baths,1.0,0,3,,f,3,0,3,0,0.29,3,30,29/07/18,4.41,4.61,4.46,4.53,f
113,0%,f,3,3,"['email', 'phone']",t,t,30,2.0,30.0,t,29/12/24,0,0,22/07/14,01/01/19,4.59,4.35,4.76,4.82,,,83,83,29/12/24,17,0,30,30,2.0,30.0,,t,Private room,2,1.0,1 private bath,1.0,0,3,,f,3,0,3,0,0.13,3,30,01/01/19,4.59,4.76,4.82,4.35,f
114,0%,f,2,2,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,0,0,,,,,,,,,90,365,29/12/24,0,0,1125,1125,2.0,1125.0,,t,Private room,1,1.0,1 shared bath,1.0,0,2,,f,2,0,2,0,,2,1125,,,,,,f
115,79%,t,3,6,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,2,0,14/05/14,01/11/24,4.75,4.83,4.73,4.94,,,0,242,29/12/24,607,2,1125,1125,30.0,1125.0,,t,Entire home/apt,6,1.0,1 bath,2.0,3,0,,t,3,3,0,0,4.69,3,1125,01/11/24,4.75,4.73,4.94,4.77,t
116,,f,1,1,"['email', 'phone']",t,f,1125,1.0,1125.0,,29/12/24,0,0,26/07/16,18/08/17,4.8,4.8,4.6,5.0,,,0,0,29/12/24,5,0,1125,1125,1.0,1125.0,,,Private room,2,,1 shared bath,2.0,0,1,,f,1,0,1,0,0.05,1,1125,18/08/17,4.8,4.6,5.0,4.8,f
117,92%,t,1,1,"['email', 'phone']",t,t,365,2.2,365.0,t,29/12/24,19,2,15/02/15,08/12/24,4.86,4.88,4.69,4.95,,,86,311,29/12/24,152,19,365,365,2.2,365.0,,t,Entire home/apt,8,2.0,2 baths,3.0,1,0,,f,1,1,0,0,1.26,1,365,08/12/24,4.86,4.69,4.95,4.73,f
118,,f,1,4,['phone'],t,t,30,1.0,30.0,t,29/12/24,0,0,29/03/23,10/04/23,4.33,4.0,4.0,4.33,,,0,0,29/12/24,3,0,30,30,1.0,30.0,,t,Entire home/apt,2,,1 bath,1.0,1,0,,f,1,1,0,0,0.14,1,30,10/04/23,4.33,4.0,4.33,4.33,f
119,70%,f,2,2,"['email', 'phone', 'work_email']",t,t,1125,2.6,1125.0,t,29/12/24,6,0,23/09/14,11/11/24,4.92,4.96,4.81,4.96,,,56,321,29/12/24,73,6,1125,1125,2.6,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,2,0,,f,2,2,0,0,0.58,2,1125,11/11/24,4.92,4.81,4.96,4.74,f
120,96%,t,1,1,"['email', 'phone']",t,t,14,2.0,14.0,t,29/12/24,31,1,22/08/14,17/12/24,4.96,4.97,4.91,4.99,,,32,183,29/12/24,295,31,14,14,2.0,14.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,2.34,1,14,17/12/24,4.96,4.91,4.99,4.89,f
121,95%,t,9,20,"['email', 'phone']",t,f,730,90.0,730.0,t,29/12/24,0,0,10/08/23,10/08/23,5.0,5.0,5.0,5.0,Cadboro Bay,,28,118,29/12/24,1,0,730,730,90.0,730.0,,t,Entire home/apt,8,5.5,5.5 baths,5.0,9,0,,f,9,9,0,0,0.06,9,730,10/08/23,5.0,5.0,5.0,5.0,f
122,95%,t,1,5,"['email', 'phone', 'work_email']",t,t,150,4.0,150.0,t,29/12/24,24,0,27/06/14,02/09/24,4.95,4.91,4.95,4.96,,,0,242,29/12/24,169,24,150,150,4.0,150.0,,t,Entire home/apt,2,1.0,1 bath,0.0,1,0,,f,1,1,0,0,1.32,1,150,02/09/24,4.95,4.95,4.96,4.93,f
123,100%,t,1,1,"['email', 'phone']",t,t,60,2.3,60.0,t,29/12/24,13,0,07/08/14,21/08/24,4.8,4.81,4.61,4.92,,34920,0,36,29/12/24,115,13,60,60,2.3,60.0,,t,Entire home/apt,12,3.0,3 baths,7.0,1,0,34920,t,1,1,0,0,0.91,1,60,21/08/24,4.8,4.61,4.92,4.77,t
124,,f,2,2,"['email', 'phone', 'work_email']",t,t,180,115.0,180.0,t,29/12/24,0,0,13/07/14,05/08/18,4.83,4.91,4.91,5.0,,,0,0,29/12/24,12,0,180,180,115.0,180.0,,t,Entire home/apt,5,,1.5 baths,3.0,1,0,,f,1,1,0,0,0.09,2,180,05/08/18,4.83,4.91,5.0,4.91,f
125,67%,f,7,8,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,0,0,21/12/14,16/08/17,4.71,4.93,4.81,4.81,,,1,243,29/12/24,28,0,1125,1125,30.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,7,0,,f,7,7,0,0,0.23,7,1125,16/08/17,4.71,4.81,4.81,4.63,f
126,92%,t,2,14,"['email', 'phone']",t,t,730,10.0,730.0,t,29/12/24,0,0,21/06/15,29/06/23,4.17,4.42,4.29,4.78,,,90,365,29/12/24,24,0,730,730,10.0,730.0,,t,Private room,1,1.0,1 bath,1.0,0,2,,t,2,0,2,0,0.21,2,730,29/06/23,4.17,4.29,4.78,4.48,t
127,57%,t,1,1,"['email', 'phone']",t,t,307,2.0,307.0,t,29/12/24,5,0,23/07/14,09/09/24,4.9,4.83,4.9,4.94,,,68,298,29/12/24,52,5,307,307,2.0,307.0,,t,Private room,2,1.5,1.5 baths,1.0,0,1,,f,1,0,1,0,0.41,1,307,09/09/24,4.9,4.9,4.94,4.76,f
128,100%,t,1,2,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,19,0,20/07/14,06/10/24,4.95,4.96,4.98,4.99,,,0,235,29/12/24,295,19,1125,1125,2.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,t,1,1,0,0,2.32,1,1125,06/10/24,4.95,4.98,4.99,4.83,t
129,95%,t,2,4,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,42,0,31/07/14,27/10/24,4.89,4.92,4.89,4.96,,,51,312,29/12/24,319,42,1125,1125,2.0,1125.0,,t,Entire home/apt,6,1.0,1 bath,4.0,1,0,,f,1,1,0,0,2.52,2,1125,27/10/24,4.89,4.89,4.96,4.7,f
130,96%,f,3,3,"['email', 'phone']",t,t,180,91.0,180.0,t,29/12/24,34,0,18/10/20,16/10/24,4.83,4.88,4.82,4.69,Downtown,39494,32,306,29/12/24,302,34,180,180,91.0,180.0,,t,Entire home/apt,4,1.0,1 bath,1.0,2,1,39494,f,3,2,1,0,5.91,3,180,16/10/24,4.83,4.82,4.69,4.78,f
131,,f,1,1,"['email', 'phone']",t,t,1125,5.0,1125.0,t,29/12/24,0,0,20/09/14,04/07/23,4.74,4.93,4.53,4.98,,,0,0,29/12/24,43,0,1125,1125,5.0,1125.0,,t,Entire home/apt,4,,1.5 baths,2.0,1,0,,f,1,1,0,0,0.34,1,1125,04/07/23,4.74,4.53,4.98,4.79,f
132,93%,t,2,2,"['email', 'phone']",t,t,1125,3.0,1125.0,t,29/12/24,13,1,05/08/14,30/11/24,4.89,4.91,4.34,4.86,,,29,222,29/12/24,158,13,1125,1125,3.0,1125.0,,t,Entire home/apt,6,2.5,2.5 baths,4.0,1,0,,f,1,1,0,0,1.25,2,1125,30/11/24,4.89,4.34,4.86,4.79,f
133,92%,t,2,14,"['email', 'phone']",t,t,1125,10.0,1125.0,t,29/12/24,1,0,02/09/14,12/08/24,4.5,4.59,4.3,4.72,,,90,364,29/12/24,30,1,1125,1125,10.0,1125.0,,t,Private room,2,1.0,1 bath,1.0,0,2,,t,2,0,2,0,0.24,2,1125,12/08/24,4.5,4.3,4.72,4.45,t
134,96%,t,1,1,"['email', 'phone']",t,t,730,2.0,730.0,t,29/12/24,38,3,16/07/14,27/12/24,4.93,4.93,4.92,4.96,,,71,323,29/12/24,557,38,730,730,2.0,730.0,,t,Private room,2,,1.5 baths,,0,1,,f,1,0,1,0,4.37,1,730,27/12/24,4.93,4.92,4.96,4.86,f
135,89%,t,2,2,"['email', 'phone']",t,t,1125,20.0,1125.0,t,29/12/24,3,0,01/01/15,24/08/24,4.76,4.94,4.98,4.98,,,35,310,29/12/24,49,3,1125,1125,20.0,1125.0,,t,Private room,1,1.0,1 shared bath,1.0,0,2,,f,2,0,2,0,0.4,2,1125,24/08/24,4.76,4.98,4.98,4.88,f
136,100%,t,1,1,"['email', 'phone']",t,t,60,2.0,60.0,t,29/12/24,27,1,06/08/14,08/12/24,4.94,4.97,4.98,4.98,,,63,193,29/12/24,234,27,60,60,2.0,60.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,1.85,1,60,08/12/24,4.94,4.98,4.98,4.95,f
137,,f,1,1,"['email', 'phone']",t,f,1125,2.0,1125.0,,29/12/24,0,0,06/08/14,31/08/16,4.81,4.94,4.81,4.98,,,0,0,29/12/24,48,0,1125,1125,2.0,1125.0,,,Entire home/apt,2,,1 bath,1.0,1,0,,f,1,1,0,0,0.38,1,1125,31/08/16,4.81,4.81,4.98,4.87,f
138,100%,t,1,3,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,4,1,28/08/14,30/11/24,4.94,4.97,4.97,4.99,,,72,339,29/12/24,548,4,1125,1125,2.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,t,1,1,0,0,4.35,1,1125,30/11/24,4.94,4.97,4.99,4.96,t
139,60%,t,3,3,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,0,0,,,,,,,Downtown,,0,0,29/12/24,0,0,1125,1125,30.0,1125.0,,t,Entire home/apt,4,2.0,2 baths,3.0,3,0,,f,3,3,0,0,,3,1125,,,,,,f
140,100%,f,1,1,"['email', 'phone']",t,t,1125,2.3,1125.0,t,29/12/24,2,0,12/10/14,12/08/24,4.86,4.91,4.89,4.98,,,64,240,29/12/24,92,2,1125,1125,2.3,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,0.74,1,1125,12/08/24,4.86,4.89,4.98,4.71,f
